turn,chosen,chosen_power,chosen_prob,best,best_power,ratio,dominated
7,poltergeist,165.0,0.941,poltergeist,165.0,1.0,0
5,earthquake,200.0,0.633,earthquake,200.0,1.0,0
3,dragonpulse,85.0,0.431,dragonpulse,85.0,1.0,0
12,gravapple,120.0,0.582,outrage,180.0,1.5,0
6,shadowball,60.0,0.507,focusblast,120.0,2.0,1
11,earthquake,150.0,0.98,earthquake,150.0,1.0,0
10,earthquake,200.0,0.974,earthquake,200.0,1.0,0
9,terablast,80.0,0.615,earthquake,100.0,1.25,0
11,lavaplume,120.0,0.497,lavaplume,120.0,1.0,0
4,recover,0.0,0.408,dragonpulse,85.0,,1
13,outrage,180.0,0.599,outrage,180.0,1.0,0
6,zenheadbutt,120.0,0.838,mightycleave,142.5,1.19,0
8,psychicnoise,112.5,0.923,psychicnoise,112.5,1.0,0
6,earthquake,200.0,0.735,earthquake,200.0,1.0,0
12,lavaplume,120.0,0.652,lavaplume,120.0,1.0,0
14,outrage,180.0,0.744,outrage,180.0,1.0,0
7,thunderbolt,270.0,0.872,thunderbolt,270.0,1.0,0
12,uturn,140.0,0.95,uturn,140.0,1.0,0
10,dragondance,0.0,0.146,earthquake,100.0,,1
11,scald,240.0,0.904,scald,240.0,1.0,0
5,drainingkiss,75.0,0.774,terablast,80.0,1.07,0
9,psychicnoise,56.2,0.822,psychicnoise,56.2,1.0,0
13,lavaplume,120.0,0.466,lavaplume,120.0,1.0,0
7,poltergeist,165.0,0.954,dracometeor,195.0,1.18,0
11,bodypress,240.0,0.674,bodypress,240.0,1.0,0
7,wavecrash,360.0,0.982,wavecrash,360.0,1.0,0
6,drainingkiss,75.0,0.73,terablast,80.0,1.07,0
15,hypervoice,135.0,0.684,hypervoice,135.0,1.0,0
8,thunderbolt,0.0,0.256,dazzlinggleam,120.0,,1
13,uturn,140.0,0.489,shadowball,160.0,1.14,0
10,psychicnoise,56.2,0.825,psychicnoise,56.2,1.0,0
14,lavaplume,120.0,0.608,lavaplume,120.0,1.0,0
12,leafstorm,390.0,0.729,leafstorm,390.0,1.0,0
8,poltergeist,165.0,0.97,dracometeor,195.0,1.18,0
12,bodypress,240.0,0.564,bodypress,240.0,1.0,0
8,wavecrash,360.0,0.993,wavecrash,360.0,1.0,0
7,drainingkiss,75.0,0.683,terablast,80.0,1.07,0
9,thunderbolt,0.0,0.252,dazzlinggleam,120.0,,1
9,poltergeist,165.0,0.976,dracometeor,195.0,1.18,0
13,stoneedge,100.0,0.241,bodypress,120.0,1.2,0
8,taunt,0.0,0.205,terablast,80.0,,1
14,pyroball,360.0,0.995,pyroball,360.0,1.0,0
11,earthquake,300.0,0.951,earthquake,300.0,1.0,0
15,knockoff,48.8,0.549,rapidspin,50.0,1.03,0
9,wavecrash,180.0,0.935,wavecrash,180.0,1.0,0
13,leafstorm,48.8,0.536,dragonpulse,85.0,1.74,1
9,bodyslam,127.5,0.373,bodyslam,127.5,1.0,0
10,gunkshot,90.0,0.731,crunch,120.0,1.33,0
16,knockoff,48.8,0.475,rapidspin,50.0,1.03,0
10,poltergeist,0.0,0.646,dracometeor,195.0,,1
14,bodypress,30.0,0.445,bodypress,30.0,1.0,0
10,poltergeist,330.0,0.987,poltergeist,330.0,1.0,0
12,icebeam,180.0,0.998,icebeam,180.0,1.0,0
18,voltswitch,210.0,0.727,overdrive,240.0,1.14,0
11,gunkshot,90.0,0.584,crunch,120.0,1.33,0
1,iceshard,60.0,0.109,knockoff,195.0,3.25,1
10,closecombat,180.0,0.947,closecombat,180.0,1.0,0
11,poltergeist,0.0,0.521,dracometeor,195.0,,1
11,poltergeist,330.0,0.993,poltergeist,330.0,1.0,0
16,outrage,360.0,0.972,outrage,360.0,1.0,0
17,moonblast,285.0,0.659,moonblast,285.0,1.0,0
11,closecombat,180.0,0.982,closecombat,180.0,1.0,0
12,dracometeor,195.0,0.413,dracometeor,195.0,1.0,0
15,stoneedge,200.0,0.879,stoneedge,200.0,1.0,0
13,psychicnoise,225.0,0.977,psychicnoise,225.0,1.0,0
12,powerwhip,360.0,0.971,powerwhip,360.0,1.0,0
12,bodyslam,127.5,0.869,bodyslam,127.5,1.0,0
17,uturn,140.0,0.979,uturn,140.0,1.0,0
13,dracometeor,195.0,0.487,dracometeor,195.0,1.0,0
16,stoneedge,200.0,0.732,stoneedge,200.0,1.0,0
3,knockoff,195.0,0.992,knockoff,195.0,1.0,0
13,powerwhip,180.0,0.564,powerwhip,180.0,1.0,0
12,closecombat,180.0,0.873,closecombat,180.0,1.0,0
18,aquacutter,210.0,0.834,aquacutter,210.0,1.0,0
14,toxic,0.0,0.506,psychicnoise,112.5,,1
13,bodyslam,127.5,0.906,bodyslam,127.5,1.0,0
14,poltergeist,165.0,0.648,powerwhip,180.0,1.09,0
14,crunch,160.0,0.636,crunch,160.0,1.0,0
17,heavyslam,0.0,0.927,bodypress,120.0,,1
15,toxic,0.0,0.734,psychicnoise,112.5,,1
13,closecombat,360.0,0.998,closecombat,360.0,1.0,0
19,nightslash,35.0,0.465,aquacutter,52.5,1.5,0
4,closecombat,240.0,0.757,closecombat,240.0,1.0,0
18,dazzlinggleam,80.0,0.956,luminacrash,120.0,1.5,0
18,heavyslam,0.0,0.907,bodypress,120.0,,1
16,toxic,0.0,0.793,psychicnoise,112.5,,1
1,focusblast,240.0,0.09,focusblast,240.0,1.0,0
5,closecombat,240.0,0.785,closecombat,240.0,1.0,0
15,surf,90.0,0.884,surf,90.0,1.0,0
14,drainingkiss,75.0,0.83,terablast,80.0,1.07,0
2,focusblast,240.0,0.956,focusblast,240.0,1.0,0
14,closecombat,360.0,0.976,closecombat,360.0,1.0,0
15,drainingkiss,75.0,0.828,terablast,80.0,1.07,0
19,grassyglide,165.0,0.924,woodhammer,360.0,2.18,1
1,poltergeist,165.0,0.077,poltergeist,165.0,1.0,0
6,psychic,135.0,0.984,psychic,135.0,1.0,0
16,knockoff,130.0,0.99,knockoff,130.0,1.0,0
16,drainingkiss,75.0,0.81,terablast,80.0,1.07,0
2,drainpunch,112.5,0.758,drainpunch,112.5,1.0,0
3,liquidation,255.0,0.957,liquidation,255.0,1.0,0
7,psychic,135.0,0.98,psychic,135.0,1.0,0
17,knockoff,130.0,0.996,knockoff,130.0,1.0,0
15,mysticalfire,150.0,0.946,mysticalfire,150.0,1.0,0
21,highjumpkick,260.0,0.789,highjumpkick,260.0,1.0,0
20,grassyglide,41.2,0.455,highhorsepower,95.0,2.3,1
1,voltswitch,105.0,0.02,overheat,195.0,1.86,1
3,drainpunch,112.5,0.683,drainpunch,112.5,1.0,0
8,psychic,135.0,0.971,psychic,135.0,1.0,0
18,knockoff,130.0,0.997,knockoff,130.0,1.0,0
16,mysticalfire,150.0,0.876,mysticalfire,150.0,1.0,0
2,voltswitch,70.0,0.663,overheat,130.0,1.86,1
17,terablast,80.0,0.779,terablast,80.0,1.0,0
4,liquidation,63.8,0.19,megahorn,120.0,1.88,1
1,psyshock,240.0,0.311,psyshock,240.0,1.0,0
21,grassyglide,330.0,0.978,woodhammer,720.0,2.18,1
4,icebeam,180.0,0.957,icebeam,180.0,1.0,0
18,terablast,80.0,0.766,terablast,80.0,1.0,0
9,psychic,135.0,0.926,psychic,135.0,1.0,0
5,flareblitz,360.0,0.293,flareblitz,360.0,1.0,0
3,dracometeor,195.0,0.928,dracometeor,195.0,1.0,0
2,psyshock,160.0,0.975,psyshock,160.0,1.0,0
19,earthquake,150.0,0.78,earthquake,150.0,1.0,0
10,psychic,135.0,0.93,psychic,135.0,1.0,0
6,liquidation,63.8,0.139,megahorn,120.0,1.88,1
1,hurricane,330.0,0.407,hurricane,330.0,1.0,0
19,sludgebomb,90.0,0.478,earthpower,135.0,1.5,0
5,icebeam,180.0,0.956,icebeam,180.0,1.0,0
20,earthquake,150.0,0.866,earthquake,150.0,1.0,0
7,flareblitz,360.0,0.372,flareblitz,360.0,1.0,0
4,knockoff,65.0,0.963,knockoff,65.0,1.0,0
20,sludgebomb,90.0,0.408,earthpower,135.0,1.5,0
3,dazzlinggleam,240.0,0.997,dazzlinggleam,240.0,1.0,0
1,stealthrock,0.0,0.149,ceaselessedge,65.0,,1
11,dracometeor,195.0,0.769,dracometeor,195.0,1.0,0
5,knockoff,65.0,0.945,knockoff,65.0,1.0,0
21,sludgebomb,90.0,0.419,earthpower,135.0,1.5,0
6,dragontail,180.0,0.73,dracometeor,390.0,2.17,1
2,stealthrock,0.0,0.789,ceaselessedge,65.0,,1
21,stoneedge,100.0,0.373,stoneedge,100.0,1.0,0
8,flareblitz,180.0,0.081,flareblitz,180.0,1.0,0
6,knockoff,65.0,0.912,knockoff,65.0,1.0,0
1,judgment,100.0,0.065,judgment,100.0,1.0,0
4,thunderbolt,135.0,0.706,thunderbolt,135.0,1.0,0
7,dragontail,180.0,0.799,dracometeor,390.0,2.17,1
3,throatchop,160.0,0.875,throatchop,160.0,1.0,0
12,bodypress,80.0,0.438,dracometeor,97.5,1.22,0
9,storedpower,30.0,0.241,dazzlinggleam,80.0,2.67,1
22,sludgebomb,180.0,0.987,sludgebomb,180.0,1.0,0
7,knockoff,65.0,0.872,knockoff,65.0,1.0,0
5,thunderbolt,135.0,0.559,thunderbolt,135.0,1.0,0
2,judgment,100.0,0.515,icebeam,135.0,1.35,0
4,throatchop,160.0,0.813,throatchop,160.0,1.0,0
22,icepunch,300.0,0.998,icepunch,300.0,1.0,0
3,focusblast,240.0,0.923,focusblast,240.0,1.0,0
13,bodypress,80.0,0.502,dracometeor,97.5,1.22,0
10,flareblitz,180.0,0.103,flareblitz,180.0,1.0,0
23,sludgebomb,180.0,0.974,sludgebomb,180.0,1.0,0
8,knockoff,65.0,0.813,knockoff,65.0,1.0,0
6,liquidation,127.5,0.764,liquidation,127.5,1.0,0
5,esperwing,120.0,0.959,esperwing,120.0,1.0,0
1,stealthrock,0.0,0.007,knockoff,16.2,,1
3,judgment,100.0,0.413,icebeam,135.0,1.35,0
8,crunch,120.0,0.576,playrough,180.0,1.5,0
4,focusblast,240.0,0.901,focusblast,240.0,1.0,0
14,bodypress,80.0,0.502,dracometeor,97.5,1.22,0
11,storedpower,30.0,0.265,dazzlinggleam,80.0,2.67,1
2,taunt,0.0,0.117,knockoff,24.4,,1
5,focusblast,240.0,0.881,focusblast,240.0,1.0,0
7,liquidation,127.5,0.871,liquidation,127.5,1.0,0
15,bodypress,80.0,0.467,dracometeor,97.5,1.22,0
24,iciclespear,75.0,0.902,iciclespear,75.0,1.0,0
9,closecombat,180.0,0.876,closecombat,180.0,1.0,0
3,bravebird,180.0,0.6,bravebird,180.0,1.0,0
4,knockoff,130.0,0.903,knockoff,130.0,1.0,0
6,focusblast,240.0,0.855,focusblast,240.0,1.0,0
12,megahorn,120.0,0.322,liquidation,127.5,1.06,0
7,suckerpunch,210.0,0.938,crunch,240.0,1.14,0
8,foulplay,142.5,0.483,foulplay,142.5,1.0,0
10,earthquake,200.0,0.975,earthquake,200.0,1.0,0
7,focusblast,240.0,0.806,focusblast,240.0,1.0,0
16,dracometeor,390.0,0.774,dracometeor,390.0,1.0,0
13,storedpower,30.0,0.557,dazzlinggleam,80.0,2.67,1
8,suckerpunch,210.0,0.953,crunch,240.0,1.14,0
25,rockblast,50.0,0.858,rockblast,50.0,1.0,0
4,flipturn,90.0,0.592,earthquake,150.0,1.67,1
5,knockoff,130.0,0.574,gunkshot,180.0,1.38,0
9,foulplay,142.5,0.63,foulplay,142.5,1.0,0
11,earthquake,200.0,0.992,earthquake,200.0,1.0,0
8,focusblast,240.0,0.743,focusblast,240.0,1.0,0
11,esperwing,240.0,0.414,esperwing,240.0,1.0,0
17,tripleaxel,80.0,0.697,iceshard,160.0,2.0,1
14,megahorn,120.0,0.616,liquidation,127.5,1.06,0
10,foulplay,142.5,0.737,foulplay,142.5,1.0,0
1,moonblast,142.5,0.142,moonblast,142.5,1.0,0
12,throatchop,80.0,0.444,closecombat,90.0,1.12,0
5,moonblast,285.0,0.94,moonblast,285.0,1.0,0
6,originpulse,165.0,0.923,originpulse,165.0,1.0,0
9,focusblast,240.0,0.369,focusblast,240.0,1.0,0
12,fireblast,220.0,0.994,fireblast,220.0,1.0,0
9,crunch,120.0,0.368,closecombat,120.0,1.0,0
2,moonblast,95.0,0.885,moonblast,95.0,1.0,0
7,originpulse,165.0,0.972,originpulse,165.0,1.0,0
10,drainpunch,225.0,0.548,drainpunch,225.0,1.0,0
11,wavecrash,180.0,0.998,wavecrash,180.0,1.0,0
15,bugbite,90.0,0.866,bugbite,90.0,1.0,0
1,icespinner,320.0,0.754,icespinner,320.0,1.0,0
10,hypervoice,67.5,0.428,psyshock,120.0,1.78,1
14,esperwing,240.0,0.529,esperwing,240.0,1.0,0
8,originpulse,165.0,0.976,originpulse,165.0,1.0,0
11,drainpunch,225.0,0.673,drainpunch,225.0,1.0,0
13,taunt,0.0,0.408,gunkshot,180.0,,1
16,bugbite,90.0,0.68,bugbite,90.0,1.0,0
3,blueflare,195.0,0.741,dracometeor,195.0,1.0,0
11,psyshock,120.0,0.4,psyshock,120.0,1.0,0
12,wavecrash,90.0,0.998,wavecrash,90.0,1.0,0
15,throatchop,80.0,0.571,closecombat,90.0,1.12,0
7,moonblast,142.5,0.385,moonblast,142.5,1.0,0
9,scald,120.0,0.995,scald,120.0,1.0,0
4,dragontail,90.0,0.708,dracometeor,195.0,2.17,1
12,alluringvoice,120.0,0.945,fireblast,220.0,1.83,1
14,playrough,180.0,0.512,playrough,180.0,1.0,0
17,bodypress,80.0,0.732,foulplay,95.0,1.19,0
13,wavecrash,90.0,0.998,wavecrash,90.0,1.0,0
3,stoneedge,300.0,0.944,stoneedge,300.0,1.0,0
12,hypervoice,135.0,0.651,hypervoice,135.0,1.0,0
13,alluringvoice,120.0,0.901,fireblast,220.0,1.83,1
18,foulplay,95.0,0.384,foulplay,95.0,1.0,0
16,morningsun,0.0,0.679,outrage,180.0,,1
10,rest,0.0,0.416,scald,60.0,,1
14,wavecrash,90.0,0.998,wavecrash,90.0,1.0,0
5,flipturn,360.0,0.997,flipturn,360.0,1.0,0
13,hypervoice,135.0,0.7,hypervoice,135.0,1.0,0
19,rest,0.0,0.532,foulplay,95.0,,1
17,morningsun,0.0,0.661,outrage,180.0,,1
9,dragonpulse,85.0,0.952,waterpulse,90.0,1.06,0
11,takeheart,0.0,0.418,scald,60.0,,1
4,stoneedge,75.0,0.689,earthquake,200.0,2.67,1
14,thunderwave,0.0,0.71,alluringvoice,120.0,,1
15,wavecrash,90.0,0.997,wavecrash,90.0,1.0,0
18,morningsun,0.0,0.641,outrage,180.0,,1
6,closecombat,120.0,0.83,behemothblade,150.0,1.25,0
12,rest,0.0,0.374,scald,60.0,,1
1,ivycudgel,150.0,0.412,ivycudgel,150.0,1.0,0
5,stoneedge,75.0,0.68,earthquake,200.0,2.67,1
14,bitterblade,270.0,0.993,bitterblade,270.0,1.0,0
16,wavecrash,90.0,0.997,wavecrash,90.0,1.0,0
19,morningsun,0.0,0.621,outrage,180.0,,1
10,healingwish,0.0,0.694,psyshock,120.0,,1
7,closecombat,120.0,0.812,behemothblade,150.0,1.25,0
13,rest,0.0,0.385,scald,60.0,,1
2,ivycudgel,150.0,0.36,ivycudgel,150.0,1.0,0
1,headlongrush,180.0,0.016,headlongrush,180.0,1.0,0
15,powergem,240.0,0.969,powergem,240.0,1.0,0
6,stoneedge,75.0,0.587,earthquake,200.0,2.67,1
20,morningsun,0.0,0.599,outrage,180.0,,1
17,wavecrash,90.0,0.996,wavecrash,90.0,1.0,0
14,takeheart,0.0,0.433,scald,60.0,,1
3,ivycudgel,150.0,0.291,ivycudgel,150.0,1.0,0
2,rapidspin,50.0,0.571,headlongrush,180.0,3.6,1
11,gunkshot,360.0,0.718,gunkshot,360.0,1.0,0
21,morningsun,0.0,0.577,outrage,180.0,,1
8,closecombat,120.0,0.935,closecombat,120.0,1.0,0
15,rest,0.0,0.363,scald,60.0,,1
15,poltergeist,165.0,0.707,poltergeist,165.0,1.0,0
4,ivycudgel,150.0,0.823,ivycudgel,150.0,1.0,0
16,fireblast,330.0,0.99,fireblast,330.0,1.0,0
22,morningsun,0.0,0.554,outrage,180.0,,1
18,wavecrash,180.0,0.992,wavecrash,180.0,1.0,0
7,powerwhip,360.0,0.99,powerwhip,360.0,1.0,0
9,closecombat,120.0,0.94,closecombat,120.0,1.0,0
16,poltergeist,165.0,0.725,poltergeist,165.0,1.0,0
16,rest,0.0,0.375,scald,60.0,,1
12,gigadrain,18.8,0.682,gunkshot,180.0,9.6,1
3,surf,67.5,0.842,earthquake,150.0,2.22,1
17,fireblast,330.0,0.994,fireblast,330.0,1.0,0
23,morningsun,0.0,0.531,outrage,180.0,,1
5,superpower,120.0,0.912,superpower,120.0,1.0,0
17,takeheart,0.0,0.439,scald,60.0,,1
13,gigadrain,18.8,0.744,gunkshot,180.0,9.6,1
19,blizzard,165.0,0.946,blizzard,165.0,1.0,0
4,surf,67.5,0.766,earthquake,150.0,2.22,1
24,outrage,180.0,0.985,outrage,180.0,1.0,0
8,sunnyday,0.0,0.99,powerwhip,45.0,,1
10,flipturn,360.0,0.99,flipturn,360.0,1.0,0
18,rest,0.0,0.352,scald,60.0,,1
1,wavecrash,90.0,0.031,wavecrash,90.0,1.0,0
20,blizzard,165.0,0.808,blizzard,165.0,1.0,0
5,surf,67.5,0.665,earthquake,150.0,2.22,1
25,outrage,180.0,0.981,outrage,180.0,1.0,0
9,sunnyday,0.0,0.979,powerwhip,45.0,,1
6,earthquake,300.0,0.98,earthquake,300.0,1.0,0
19,rest,0.0,0.363,scald,60.0,,1
14,stealthrock,0.0,0.998,psychoboost,140.0,,1
2,rest,0.0,0.366,wavecrash,60.0,,1
6,surf,67.5,0.695,earthquake,150.0,2.22,1
10,sunnyday,0.0,0.97,powerwhip,45.0,,1
18,willowisp,0.0,0.949,leafstorm,195.0,,1
11,icebeam,180.0,0.696,icebeam,180.0,1.0,0
20,takeheart,0.0,0.462,scald,60.0,,1
3,rest,0.0,0.325,wavecrash,60.0,,1
7,surf,67.5,0.722,earthquake,150.0,2.22,1
1,psychic,180.0,0.257,psychic,180.0,1.0,0
19,willowisp,0.0,0.95,leafstorm,195.0,,1
7,earthquake,150.0,0.836,explosion,250.0,1.67,1
21,takeheart,0.0,0.378,scald,60.0,,1
15,stealthrock,0.0,0.786,psychoboost,140.0,,1
4,wavecrash,60.0,0.27,wavecrash,60.0,1.0,0
8,surf,67.5,0.747,earthquake,150.0,2.22,1
20,willowisp,0.0,0.952,leafstorm,195.0,,1
1,collisioncourse,37.5,0.152,flareblitz,120.0,3.2,1
11,bodypress,80.0,0.74,bodypress,80.0,1.0,0
22,rest,0.0,0.351,scald,60.0,,1
5,wavecrash,60.0,0.275,wavecrash,60.0,1.0,0
9,surf,67.5,0.769,earthquake,150.0,2.22,1
21,willowisp,0.0,0.954,leafstorm,195.0,,1
13,flipturn,90.0,0.484,earthquake,150.0,1.67,1
2,flareblitz,180.0,0.78,flareblitz,180.0,1.0,0
8,waterspout,112.5,0.533,thunder,220.0,1.96,1
12,bodypress,80.0,0.757,bodypress,80.0,1.0,0
23,takeheart,0.0,0.46,scald,60.0,,1
10,surf,67.5,0.764,earthquake,150.0,2.22,1
3,tripleaxel,40.0,0.778,doubleedge,180.0,4.5,1
22,willowisp,0.0,0.955,leafstorm,195.0,,1
1,psychic,180.0,0.522,psychic,180.0,1.0,0
24,takeheart,0.0,0.375,scald,60.0,,1
6,outrage,360.0,0.913,outrage,360.0,1.0,0
11,surf,67.5,0.758,earthquake,150.0,2.22,1
3,collisioncourse,50.0,0.524,flareblitz,90.0,1.8,1
13,bodypress,80.0,0.83,bodypress,80.0,1.0,0
23,willowisp,0.0,0.957,leafstorm,195.0,,1
2,psychic,180.0,0.425,psychic,180.0,1.0,0
14,hydropump,165.0,0.878,hydropump,165.0,1.0,0
25,scald,60.0,0.341,scald,60.0,1.0,0
12,surf,67.5,0.753,earthquake,150.0,2.22,1
13,surf,67.5,0.748,earthquake,150.0,2.22,1
4,bravebird,180.0,0.947,bravebird,180.0,1.0,0
5,flipturn,180.0,0.968,flipturn,180.0,1.0,0
15,earthquake,150.0,0.506,earthquake,150.0,1.0,0
24,leafstorm,195.0,0.557,leafstorm,195.0,1.0,0
14,scald,120.0,0.607,hydropump,165.0,1.38,0
11,drainingkiss,150.0,0.794,drainingkiss,150.0,1.0,0
3,psychic,90.0,0.381,psychic,90.0,1.0,0
26,flamethrower,180.0,0.876,flamethrower,180.0,1.0,0
8,moonblast,190.0,0.996,moonblast,190.0,1.0,0
14,surf,67.5,0.742,earthquake,150.0,2.22,1
25,thunderbolt,135.0,0.702,leafstorm,195.0,1.44,0
27,flamethrower,180.0,0.956,flamethrower,180.0,1.0,0
9,moonblast,190.0,0.996,moonblast,190.0,1.0,0
4,stickyweb,0.0,0.5,pounce,75.0,,1
15,surf,67.5,0.736,earthquake,150.0,2.22,1
6,psychicnoise,112.5,0.862,psychicnoise,112.5,1.0,0
16,poisonjab,120.0,0.849,powerwhip,180.0,1.5,0
5,bravebird,180.0,0.721,bravebird,180.0,1.0,0
26,thunderbolt,135.0,0.672,leafstorm,195.0,1.44,0
12,storedpower,10.0,0.478,gigadrain,75.0,7.5,1
28,flamethrower,180.0,0.973,flamethrower,180.0,1.0,0
16,surf,67.5,0.73,earthquake,150.0,2.22,1
7,psychicnoise,112.5,0.906,psychicnoise,112.5,1.0,0
5,stickyweb,0.0,0.346,pounce,75.0,,1
13,gigadrain,75.0,0.546,gigadrain,75.0,1.0,0
10,dracometeor,390.0,0.626,dracometeor,390.0,1.0,0
17,surf,67.5,0.724,earthquake,150.0,2.22,1
8,psychicnoise,112.5,0.935,psychicnoise,112.5,1.0,0
6,earthquake,150.0,0.659,outrage,180.0,1.2,0
17,powerwhip,180.0,0.914,powerwhip,180.0,1.0,0
27,leafstorm,195.0,0.627,leafstorm,195.0,1.0,0
6,stickyweb,0.0,0.304,pounce,75.0,,1
29,flamethrower,180.0,0.938,flamethrower,180.0,1.0,0
18,surf,67.5,0.718,earthquake,150.0,2.22,1
11,hydropump,165.0,0.927,fireblast,220.0,1.33,0
28,thunderbolt,135.0,0.784,leafstorm,195.0,1.44,0
14,spikes,0.0,0.981,foulplay,95.0,,1
19,surf,67.5,0.712,earthquake,150.0,2.22,1
9,psychicnoise,225.0,0.969,psychicnoise,225.0,1.0,0
7,earthquake,150.0,0.414,outrage,180.0,1.2,0
18,powerwhip,180.0,0.929,powerwhip,180.0,1.0,0
12,hydropump,165.0,0.89,fireblast,220.0,1.33,0
30,closecombat,240.0,0.984,closecombat,240.0,1.0,0
15,spikes,0.0,0.972,foulplay,95.0,,1
20,surf,67.5,0.706,earthquake,150.0,2.22,1
7,storedpower,20.0,0.879,bodypress,120.0,6.0,1
10,psychicnoise,225.0,0.976,psychicnoise,225.0,1.0,0
18,bulletseed,75.0,0.871,bulletseed,75.0,1.0,0
13,hydropump,165.0,0.865,fireblast,220.0,1.33,0
1,bodyslam,127.5,0.354,bodyslam,127.5,1.0,0
16,spikes,0.0,0.958,foulplay,95.0,,1
8,storedpower,20.0,0.753,bodypress,120.0,6.0,1
21,surf,67.5,0.699,earthquake,150.0,2.22,1
31,relicsong,112.5,0.788,closecombat,120.0,1.07,0
8,drainpunch,150.0,0.975,drainpunch,150.0,1.0,0
14,hydropump,165.0,0.799,fireblast,220.0,1.33,0
2,bodyslam,127.5,0.725,bodyslam,127.5,1.0,0
22,surf,67.5,0.693,earthquake,150.0,2.22,1
11,tripleaxel,20.0,0.384,doubleedge,180.0,9.0,1
32,relicsong,112.5,0.889,closecombat,180.0,1.6,1
